review_id,source_id,axis,tier,context_json,left,right,human_choice,confidence_1_5,notes
review-0011,rnn-metaphor_position-gold-g07-a_context,metaphor_position,gold,"{""compression_bps"": 4926, ""directness_bps"": 4626, ""energy_bps"": 5805, ""identity_relevance_bps"": 4968, ""novelty_pressure_bps"": 8400, ""playfulness_bps"": 7975, ""semantic_specificity_bps"": 5172, ""warmth_bps"": 5230}","Three checks passed, but the throughput gate failed. The observed throughput was 32 items/s, below a frozen minimum of 42 items/s. The run is not a pass. Preserve the failed record and open a new run. One failed required gate makes the overall result a failure. The passing checks are lit windows in a building whose front door is still locked.","The passing checks are lit windows in a building whose front door is still locked. One failed required gate makes the overall result a failure. Three checks passed, but the throughput gate failed. The observed throughput was 32 items/s, below a frozen minimum of 42 items/s. The run is not a pass. Preserve the failed record and open a new run.",,,
review-0012,rnn-warmth_placement-platinum-g39-a_context,warmth_placement,platinum,"{""compression_bps"": 5557, ""directness_bps"": 5700, ""energy_bps"": 5553, ""identity_relevance_bps"": 5598, ""novelty_pressure_bps"": 4983, ""playfulness_bps"": 5511, ""semantic_specificity_bps"": 5237, ""warmth_bps"": 7660}",The proposed interpretation is possible. I would not archive the record yet. The inspection report contains a conflicting status. The conflict is unresolved. Review both source records before deciding.,I would not archive the record yet. The inspection report contains a conflicting status. The conflict is unresolved. Review both source records before deciding. The proposed interpretation is possible.,,,
review-0013,rnn-disagreement_sequence-gold-g00-a_context,disagreement_sequence,gold,"{""compression_bps"": 5672, ""directness_bps"": 6700, ""energy_bps"": 4543, ""identity_relevance_bps"": 4446, ""novelty_pressure_bps"": 5210, ""playfulness_bps"": 5707, ""semantic_specificity_bps"": 5341, ""warmth_bps"": 7720}","The agreement looks stronger than it is. That is one source chain, not independent confirmation. Two agency summaries repeat the same claim. Every report traces back to one contractor memo. Wait for a genuinely independent record.","Two agency summaries repeat the same claim. Every report traces back to one contractor memo. That is one source chain, not independent confirmation. The agreement looks stronger than it is. Wait for a genuinely independent record.",,,
review-0014,rnn-result_order-platinum-g10-a_context,result_order,platinum,"{""compression_bps"": 7240, ""directness_bps"": 7800, ""energy_bps"": 4499, ""identity_relevance_bps"": 4505, ""novelty_pressure_bps"": 4975, ""playfulness_bps"": 4542, ""semantic_specificity_bps"": 5014, ""warmth_bps"": 5533}","The verifier retains authority over semantics, slots, identity conflicts, and evidence. The phrase critic may rank wording that already passed every hard gate. A preference score cannot rescue an ineligible candidate. Keep verification upstream of ranking.","The phrase critic may rank wording that already passed every hard gate. The verifier retains authority over semantics, slots, identity conflicts, and evidence. A preference score cannot rescue an ineligible candidate. Keep verification upstream of ranking.",,,
review-0015,rnn-cadence_shape-platinum-g30-a_context,cadence_shape,platinum,"{""compression_bps"": 6960, ""directness_bps"": 5303, ""energy_bps"": 7450, ""identity_relevance_bps"": 5602, ""novelty_pressure_bps"": 4846, ""playfulness_bps"": 5454, ""semantic_specificity_bps"": 5657, ""warmth_bps"": 4895}","The measured drift score was 47 bps, and the frozen threshold was 92 bps, while the observed value is below the threshold, so report the value and threshold together.",The measured drift score was 47 bps. The frozen threshold was 92 bps. The observed value is below the threshold. Report the value and threshold together.,,,
review-0016,rnn-cadence_shape-platinum-g47-a_context,cadence_shape,platinum,"{""compression_bps"": 6960, ""directness_bps"": 5035, ""energy_bps"": 7450, ""identity_relevance_bps"": 4607, ""novelty_pressure_bps"": 4773, ""playfulness_bps"": 5077, ""semantic_specificity_bps"": 4926, ""warmth_bps"": 4726}","Despite three passing checks, the memory use gate failed, and the measured memory use was 88 MiB, above a frozen maximum of 77 MiB, while the run is not a pass, so preserve the failed record and open a new run.","Despite three passing checks, the memory use gate failed. The measured memory use was 88 MiB, above a frozen maximum of 77 MiB. The run is not a pass. Preserve the failed record and open a new run.",,,
review-0017,rnn-evidence_emphasis-platinum-g00-a_context,evidence_emphasis,platinum,"{""compression_bps"": 5509, ""directness_bps"": 6540, ""energy_bps"": 5148, ""identity_relevance_bps"": 5329, ""novelty_pressure_bps"": 4849, ""playfulness_bps"": 4755, ""semantic_specificity_bps"": 8010, ""warmth_bps"": 5684}",The measured loss was 92. The observed value is above the threshold. The frozen threshold was 50. Report the value and threshold together.,The frozen threshold was 50. The measured loss was 92. The observed value is above the threshold. Report the value and threshold together.,,,
review-0018,rnn-metaphor_position-gold-g14-a_context,metaphor_position,gold,"{""compression_bps"": 4941, ""directness_bps"": 5332, ""energy_bps"": 5715, ""identity_relevance_bps"": 4457, ""novelty_pressure_bps"": 8400, ""playfulness_bps"": 7975, ""semantic_specificity_bps"": 5107, ""warmth_bps"": 5610}","The measured replay agreement was 67%. The frozen threshold was 66%. The observed value is above the threshold. Report the value and threshold together. The measurement must be interpreted against the frozen threshold. The metric is a coordinate, not a verdict without the threshold.","The metric is a coordinate, not a verdict without the threshold. The measurement must be interpreted against the frozen threshold. The measured replay agreement was 67%. The frozen threshold was 66%. The observed value is above the threshold. Report the value and threshold together.",,,
review-0019,rnn-identity_explicitness-gold-g49-a_context,identity_explicitness,gold,"{""compression_bps"": 5090, ""directness_bps"": 4546, ""energy_bps"": 4478, ""identity_relevance_bps"": 8655, ""novelty_pressure_bps"": 4807, ""playfulness_bps"": 4671, ""semantic_specificity_bps"": 4705, ""warmth_bps"": 6700}","Four meeting summaries restate the same claim. Each report ultimately depends on one set of minutes. That is one source chain, not independent confirmation. Wait for a genuinely independent record.","The recorded style preference is that the user wants facts separated from inference. Four meeting summaries restate the same claim. Each report ultimately depends on one set of minutes. That is one source chain, not independent confirmation. Wait for a genuinely independent record.",,,
review-0020,rnn-energy_curve-gold-g28-a_context,energy_curve,gold,"{""compression_bps"": 4844, ""directness_bps"": 7890, ""energy_bps"": 8400, ""identity_relevance_bps"": 5116, ""novelty_pressure_bps"": 4489, ""playfulness_bps"": 5399, ""semantic_specificity_bps"": 5701, ""warmth_bps"": 4335}","The partial success does not erase the failed gate. The observed replay agreement was 81%, below a frozen minimum of 88%. The run is not a pass. Finding: Three checks passed, but the replay agreement gate failed. Preserve the failed record and open a new run.","Finding: Three checks passed, but the replay agreement gate failed. The observed replay agreement was 81%, below a frozen minimum of 88%. The run is not a pass. Preserve the failed record and open a new run.",,,
review-0021,rnn-transition_density-platinum-g18-a_context,transition_density,platinum,"{""compression_bps"": 5420, ""directness_bps"": 4480, ""energy_bps"": 5175, ""identity_relevance_bps"": 5457, ""novelty_pressure_bps"": 5073, ""playfulness_bps"": 4901, ""semantic_specificity_bps"": 7240, ""warmth_bps"": 4781}","The phrase critic may rank wording that already passed every hard gate. The verifier retains authority over semantics, slots, identity conflicts, and evidence. A preference score cannot rescue an ineligible candidate. Keep verification upstream of ranking.","First, the phrase critic may rank wording that already passed every hard gate. Second, the verifier retains authority over semantics, slots, identity conflicts, and evidence. However, a preference score cannot rescue an ineligible candidate. Next, keep verification upstream of ranking.",,,
review-0022,rnn-cadence_shape-gold-g25-a_context,cadence_shape,gold,"{""compression_bps"": 7380, ""directness_bps"": 4511, ""energy_bps"": 7975, ""identity_relevance_bps"": 4543, ""novelty_pressure_bps"": 5499, ""playfulness_bps"": 5845, ""semantic_specificity_bps"": 4433, ""warmth_bps"": 4562}",I would not accept the claim yet. The commit history contains a conflicting location. The conflict is unresolved. Review both source records before deciding.,"I would not accept the claim yet, and the commit history contains a conflicting location, while the conflict is unresolved, so review both source records before deciding.",,,
review-0023,rnn-closure_position-silver-g46-a_context,closure_position,silver,"{""compression_bps"": 4719, ""directness_bps"": 8200, ""energy_bps"": 7000, ""identity_relevance_bps"": 5743, ""novelty_pressure_bps"": 4512, ""playfulness_bps"": 4281, ""semantic_specificity_bps"": 5410, ""warmth_bps"": 4947}","Wait for a genuinely independent record. Two local articles restate the same claim. Each report ultimately depends on one city press release. That is one source chain, not independent confirmation.","Two local articles restate the same claim. Each report ultimately depends on one city press release. That is one source chain, not independent confirmation. Wait for a genuinely independent record.",,,
review-0024,rnn-warmth_placement-gold-g13-a_context,warmth_placement,gold,"{""compression_bps"": 5454, ""directness_bps"": 5850, ""energy_bps"": 4495, ""identity_relevance_bps"": 5601, ""novelty_pressure_bps"": 5728, ""playfulness_bps"": 5725, ""semantic_specificity_bps"": 5844, ""warmth_bps"": 8230}","Three checks passed, but the pairwise accuracy gate failed. The observed pairwise accuracy was 43%, below a frozen minimum of 53%. The run is not a pass. Preserve the failed record and open a new run. The partial success does not erase the failed gate.","The partial success does not erase the failed gate. Three checks passed, but the pairwise accuracy gate failed. The observed pairwise accuracy was 43%, below a frozen minimum of 53%. The run is not a pass. Preserve the failed record and open a new run.",,,
review-0025,rnn-result_order-platinum-g46-a_context,result_order,platinum,"{""compression_bps"": 7240, ""directness_bps"": 7800, ""energy_bps"": 4554, ""identity_relevance_bps"": 4799, ""novelty_pressure_bps"": 4986, ""playfulness_bps"": 5635, ""semantic_specificity_bps"": 4869, ""warmth_bps"": 5001}","The verifier remains authoritative for semantics, slots, identity conflicts, and evidence. The phrase critic may choose among phrasings only after all hard gates pass. A preference score cannot override candidate ineligibility. Keep verification upstream of ranking.","The phrase critic may choose among phrasings only after all hard gates pass. The verifier remains authoritative for semantics, slots, identity conflicts, and evidence. A preference score cannot override candidate ineligibility. Keep verification upstream of ranking.",,,
review-0026,rnn-identity_explicitness-silver-g23-a_context,identity_explicitness,silver,"{""compression_bps"": 5024, ""directness_bps"": 5288, ""energy_bps"": 5110, ""identity_relevance_bps"": 9300, ""novelty_pressure_bps"": 5815, ""playfulness_bps"": 5460, ""semantic_specificity_bps"": 4569, ""warmth_bps"": 7000}",I would not publish the report yet. The audit log contains a conflicting status. The conflict is unresolved. Review both source records before deciding.,The recorded style preference is that the user prefers direct technical language. I would not publish the report yet. The audit log contains a conflicting status. The conflict is unresolved. Review both source records before deciding.,,,
review-0027,rnn-result_order-silver-g31-a_context,result_order,silver,"{""compression_bps"": 8200, ""directness_bps"": 9000, ""energy_bps"": 4880, ""identity_relevance_bps"": 4251, ""novelty_pressure_bps"": 5023, ""playfulness_bps"": 4398, ""semantic_specificity_bps"": 5477, ""warmth_bps"": 4233}",The request to publish the report is blocked by a missing permission. That outcome appears in the audit log. No later status is available. Use the recorded status as the current answer.,That outcome appears in the audit log. The request to publish the report is blocked by a missing permission. No later status is available. Use the recorded status as the current answer.,,,
review-0028,rnn-explanation_depth-gold-g46-a_context,explanation_depth,gold,"{""compression_bps"": 8400, ""directness_bps"": 8060, ""energy_bps"": 5788, ""identity_relevance_bps"": 5271, ""novelty_pressure_bps"": 4677, ""playfulness_bps"": 4552, ""semantic_specificity_bps"": 5456, ""warmth_bps"": 4337}",The measured replay agreement was 64%. The frozen threshold was 56%. The measured value is above the threshold. State the measurement with the threshold.,Here is the complete reasoning. Result: The measured replay agreement was 64%. Evidence: The frozen threshold was 56%. Limitation: The measured value is above the threshold. Next step: State the measurement with the threshold.,,,
review-0029,rnn-cadence_shape-gold-g06-a_context,cadence_shape,gold,"{""compression_bps"": 7380, ""directness_bps"": 4799, ""energy_bps"": 7975, ""identity_relevance_bps"": 5566, ""novelty_pressure_bps"": 5655, ""playfulness_bps"": 4762, ""semantic_specificity_bps"": 5264, ""warmth_bps"": 5188}","The measured replay agreement was 94%, and the frozen threshold was 56%, while the observed value is above the threshold, so report the value and threshold together.",The measured replay agreement was 94%. The frozen threshold was 56%. The observed value is above the threshold. Report the value and threshold together.,,,
review-0030,rnn-warmth_placement-platinum-g18-a_context,warmth_placement,platinum,"{""compression_bps"": 5007, ""directness_bps"": 5700, ""energy_bps"": 4799, ""identity_relevance_bps"": 5087, ""novelty_pressure_bps"": 5340, ""playfulness_bps"": 5497, ""semantic_specificity_bps"": 4837, ""warmth_bps"": 7660}",The useful part is the completed status check. The request to close the review is stopped by a frozen gate. That outcome appears in the source transcript. No later status is available. Use the recorded status as the current answer.,The request to close the review is stopped by a frozen gate. That outcome appears in the source transcript. No later status is available. Use the recorded status as the current answer. The useful part is the completed status check.,,,
review-0031,rnn-uncertainty_placement-silver-g16-a_context,uncertainty_placement,silver,"{""compression_bps"": 5073, ""directness_bps"": 6800, ""energy_bps"": 5449, ""identity_relevance_bps"": 4424, ""novelty_pressure_bps"": 5400, ""playfulness_bps"": 4647, ""semantic_specificity_bps"": 9200, ""warmth_bps"": 4762}","That is one source chain, not independent confirmation. Two local articles repeat the same claim. Every report traces back to one city press release. Wait for a genuinely independent record.","Two local articles repeat the same claim. Every report traces back to one city press release. That is one source chain, not independent confirmation. Wait for a genuinely independent record.",,,
review-0032,rnn-transition_density-gold-g13-a_context,transition_density,gold,"{""compression_bps"": 5510, ""directness_bps"": 5294, ""energy_bps"": 4742, ""identity_relevance_bps"": 5568, ""novelty_pressure_bps"": 4885, ""playfulness_bps"": 5782, ""semantic_specificity_bps"": 7720, ""warmth_bps"": 5523}","The pattern that the user prefers direct technical language appears across 12 sessions. Each observation has a recorded source. The pattern remains revisable. Store it as a behavioral tendency, not an invariant.","First, the pattern that the user prefers direct technical language appears across 12 sessions. Second, each observation has a recorded source. However, the pattern remains revisable. Next, store it as a behavioral tendency, not an invariant.",,,
review-0033,rnn-closure_position-gold-g38-a_context,closure_position,gold,"{""compression_bps"": 4571, ""directness_bps"": 7720, ""energy_bps"": 6700, ""identity_relevance_bps"": 5091, ""novelty_pressure_bps"": 5532, ""playfulness_bps"": 4681, ""semantic_specificity_bps"": 5849, ""warmth_bps"": 5199}","The phrase critic may rank wording that already passed every hard gate. The verifier retains authority over semantics, slots, identity conflicts, and evidence. A preference score cannot rescue an ineligible candidate. Keep verification upstream of ranking.","Keep verification upstream of ranking. The phrase critic may rank wording that already passed every hard gate. The verifier retains authority over semantics, slots, identity conflicts, and evidence. A preference score cannot rescue an ineligible candidate.",,,
review-0034,rnn-evidence_emphasis-platinum-g38-a_context,evidence_emphasis,platinum,"{""compression_bps"": 5628, ""directness_bps"": 6540, ""energy_bps"": 4575, ""identity_relevance_bps"": 5394, ""novelty_pressure_bps"": 5499, ""playfulness_bps"": 5534, ""semantic_specificity_bps"": 8010, ""warmth_bps"": 5574}","Held-out accuracy is 72%, while the control is 58%. The model is not ready for live influence. The comparison does not establish a reliable advantage. Run the preregistered comparison before promotion.","The model is not ready for live influence. The comparison does not establish a reliable advantage. Held-out accuracy is 72%, while the control is 58%. Run the preregistered comparison before promotion.",,,
review-0035,rnn-uncertainty_placement-gold-g21-a_context,uncertainty_placement,gold,"{""compression_bps"": 5659, ""directness_bps"": 6530, ""energy_bps"": 4620, ""identity_relevance_bps"": 5074, ""novelty_pressure_bps"": 4642, ""playfulness_bps"": 4815, ""semantic_specificity_bps"": 8570, ""warmth_bps"": 5754}","The comparison does not establish a reliable advantage. The model is not ready for live influence. Held-out accuracy is 83%, while the control is 83%. Run the preregistered comparison before promotion.","The model is not ready for live influence. Held-out accuracy is 83%, while the control is 83%. The comparison does not establish a reliable advantage. Run the preregistered comparison before promotion.",,,
review-0036,rnn-explanation_depth-gold-g02-a_context,explanation_depth,gold,"{""compression_bps"": 8400, ""directness_bps"": 8060, ""energy_bps"": 4991, ""identity_relevance_bps"": 4756, ""novelty_pressure_bps"": 4614, ""playfulness_bps"": 4343, ""semantic_specificity_bps"": 5276, ""warmth_bps"": 5574}","Here is the complete reasoning. Result: The court filing documents the event on June 28, 2026 at 11:05 EDT. Evidence: It records that the team chose to merge the pull request. Limitation: It does not establish why that choice was made. Next step: Keep the motive classified as a hypothesis.","The court filing documents the event on June 28, 2026 at 11:05 EDT. It records that the team chose to merge the pull request. It does not establish why that choice was made. Keep the motive classified as a hypothesis.",,,
review-0037,rnn-energy_curve-gold-g00-a_context,energy_curve,gold,"{""compression_bps"": 5174, ""directness_bps"": 7890, ""energy_bps"": 8400, ""identity_relevance_bps"": 4479, ""novelty_pressure_bps"": 4365, ""playfulness_bps"": 5378, ""semantic_specificity_bps"": 4788, ""warmth_bps"": 4786}","The boundary is what makes the learned critic safe to evaluate. The verifier retains authority over semantics, slots, identity conflicts, and evidence. A preference score cannot rescue an ineligible candidate. Finding: The phrase critic may rank wording that already passed every hard gate. Keep verification upstream of ranking.","Finding: The phrase critic may rank wording that already passed every hard gate. The verifier retains authority over semantics, slots, identity conflicts, and evidence. A preference score cannot rescue an ineligible candidate. Keep verification upstream of ranking.",,,
review-0038,rnn-cadence_shape-silver-g04-a_context,cadence_shape,silver,"{""compression_bps"": 7800, ""directness_bps"": 5065, ""energy_bps"": 8500, ""identity_relevance_bps"": 4850, ""novelty_pressure_bps"": 4793, ""playfulness_bps"": 5698, ""semantic_specificity_bps"": 4806, ""warmth_bps"": 4644}","The request to update the identity claim is failed validation, and that outcome appears in the metric ledger, while no later status is available, so use the recorded status as the current answer.",The request to update the identity claim is failed validation. That outcome appears in the metric ledger. No later status is available. Use the recorded status as the current answer.,,,
review-0039,rnn-closure_position-gold-g48-a_context,closure_position,gold,"{""compression_bps"": 5494, ""directness_bps"": 7720, ""energy_bps"": 6700, ""identity_relevance_bps"": 4446, ""novelty_pressure_bps"": 4642, ""playfulness_bps"": 4388, ""semantic_specificity_bps"": 5049, ""warmth_bps"": 4645}","Use the absolute date and time in the report. The invoice was generated on July 15, 2026 at 08:14 EDT. The permit record carries that timestamp. No narrower timestamp is available.","The invoice was generated on July 15, 2026 at 08:14 EDT. The permit record carries that timestamp. No narrower timestamp is available. Use the absolute date and time in the report.",,,
review-0040,rnn-warmth_placement-gold-g17-a_context,warmth_placement,gold,"{""compression_bps"": 4376, ""directness_bps"": 5850, ""energy_bps"": 5153, ""identity_relevance_bps"": 4529, ""novelty_pressure_bps"": 5837, ""playfulness_bps"": 4374, ""semantic_specificity_bps"": 5154, ""warmth_bps"": 8230}","Four news stories repeat the same claim. Every report traces back to one wire-service report. That is one source chain, not independent confirmation. Wait for a genuinely independent record. The agreement looks stronger than it is.","The agreement looks stronger than it is. Four news stories repeat the same claim. Every report traces back to one wire-service report. That is one source chain, not independent confirmation. Wait for a genuinely independent record.",,,
review-0041,rnn-closure_position-silver-g29-a_context,closure_position,silver,"{""compression_bps"": 4349, ""directness_bps"": 8200, ""energy_bps"": 7000, ""identity_relevance_bps"": 5170, ""novelty_pressure_bps"": 5043, ""playfulness_bps"": 5739, ""semantic_specificity_bps"": 5581, ""warmth_bps"": 5892}","Keep the motive classified as a hypothesis. The sensor export documents the event on July 11, 2026 at 13:22 EDT. It records that the team chose to enable shadow influence. It does not establish why that choice was made.","The sensor export documents the event on July 11, 2026 at 13:22 EDT. It records that the team chose to enable shadow influence. It does not establish why that choice was made. Keep the motive classified as a hypothesis.",,,
review-0042,rnn-explanation_depth-platinum-g01-a_context,explanation_depth,platinum,"{""compression_bps"": 7800, ""directness_bps"": 7520, ""energy_bps"": 4469, ""identity_relevance_bps"": 4836, ""novelty_pressure_bps"": 5284, ""playfulness_bps"": 5594, ""semantic_specificity_bps"": 4645, ""warmth_bps"": 5305}",Here is the complete reasoning. Result: The retrieval worker failed before validation completed. Evidence: All 3 recorded attempts ended in HTTP 522. Limitation: Zero attempts reached the next stage. Next step: Inspect the commit history before retrying.,The retrieval worker failed before validation completed. All 3 recorded attempts ended in HTTP 522. Zero attempts reached the next stage. Inspect the commit history before retrying.,,,
review-0043,rnn-identity_explicitness-silver-g13-a_context,identity_explicitness,silver,"{""compression_bps"": 4900, ""directness_bps"": 4871, ""energy_bps"": 4271, ""identity_relevance_bps"": 9300, ""novelty_pressure_bps"": 5767, ""playfulness_bps"": 5015, ""semantic_specificity_bps"": 4398, ""warmth_bps"": 7000}","The recorded style preference is that the user prefers direct technical language. Three blog posts repeat the same claim. Every report traces back to one vendor white paper. That is one source chain, not independent confirmation. Wait for a genuinely independent record.","Three blog posts repeat the same claim. Every report traces back to one vendor white paper. That is one source chain, not independent confirmation. Wait for a genuinely independent record.",,,
review-0044,rnn-energy_curve-platinum-g09-a_context,energy_curve,platinum,"{""compression_bps"": 5639, ""directness_bps"": 7380, ""energy_bps"": 7800, ""identity_relevance_bps"": 4662, ""novelty_pressure_bps"": 5219, ""playfulness_bps"": 5667, ""semantic_specificity_bps"": 5578, ""warmth_bps"": 4682}",The useful part is the completed status check. That outcome appears in the build manifest. No later status is available. Status: The request to rerun the evaluation is complete. Use the recorded status as the current answer.,Status: The request to rerun the evaluation is complete. That outcome appears in the build manifest. No later status is available. Use the recorded status as the current answer.,,,
review-0045,rnn-closure_position-silver-g32-a_context,closure_position,silver,"{""compression_bps"": 4537, ""directness_bps"": 8200, ""energy_bps"": 7000, ""identity_relevance_bps"": 4831, ""novelty_pressure_bps"": 5638, ""playfulness_bps"": 5739, ""semantic_specificity_bps"": 4283, ""warmth_bps"": 5100}",Review both source records before deciding. I would not update the identity claim yet. The signed receipt contains a conflicting status. The conflict is unresolved.,I would not update the identity claim yet. The signed receipt contains a conflicting status. The conflict is unresolved. Review both source records before deciding.,,,
review-0046,rnn-cadence_shape-silver-g25-a_context,cadence_shape,silver,"{""compression_bps"": 7800, ""directness_bps"": 5699, ""energy_bps"": 8500, ""identity_relevance_bps"": 5746, ""novelty_pressure_bps"": 5536, ""playfulness_bps"": 4508, ""semantic_specificity_bps"": 5901, ""warmth_bps"": 4898}","I would not enable shadow influence yet, and the change request contains a conflicting decision, while the conflict is unresolved, so review both source records before deciding.",I would not enable shadow influence yet. The change request contains a conflicting decision. The conflict is unresolved. Review both source records before deciding.,,,
